Sales_ID,month,year,KM_driven,Fuel_Type,Horse_Power,Color,Transmission,Engine,Doors,Cylinders,Gears,Sport_Model,selling_price
78,Jun,2006,24898.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,19557.0
79,Apr,2006,23930.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,17909.0
80,Mar,2006,23320.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,15794.0
81,Aug,2006,21220.0,Petrol,110,Metallic,Automatic,16000,5,4,5,0,20087.0
82,Apr,2006,21200.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,18285.0
83,Aug,2006,18023.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,16377.0
84,Feb,2006,17212.0,Petrol,110,Metallic,Automatic,1600,5,4,5,1,19027.0
85,Aug,2006,16339.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,17649.0
86,May,2006,9049.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,18497.0
87,Mar,2006,7420.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,15794.0
88,Jan,2007,70984.0,Diesel,90,Metallic,Manual,2000,3,4,5,1,19027.0
89,Feb,2007,54997.0,Petrol,97,Metallic,Manual,1400,3,4,5,1,16907.0
90,Feb,2007,53005.0,Diesel,110,Metallic,Manual,2000,3,4,5,1,23267.0
91,Jan,2007,50997.0,Petrol,97,Metallic,Manual,1400,3,4,5,1,17437.0
92,Jan,2007,39750.0,Diesel,90,Metallic,Manual,2000,3,4,5,1,23585.0
93,May,2007,36540.0,Diesel,90,Metallic,Manual,1995,3,4,5,0,21147.0
94,Jan,2007,35329.0,Petrol,97,Metallic,Manual,1400,3,4,5,1,16907.0
95,Jan,2007,33761.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,20034.0
96,Apr,2007,32172.0,Diesel,90,Metallic,Manual,1995,3,4,5,0,21147.0
97,Feb,2007,31201.0,Petrol,97,Metallic,Manual,1400,3,4,5,1,16907.0
98,Feb,2007,27505.0,Petrol,97,Metallic,Manual,1400,3,4,5,1,16907.0
99,Oct,2007,25970.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,19875.0
100,Mar,2007,25336.0,Petrol,97,Metallic,Manual,1400,3,4,5,1,18497.0
101,Jan,2007,24566.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,20129.0
102,Feb,2007,20352.0,Petrol,97,Metallic,Manual,1400,3,4,5,1,17225.0
103,Aug,2007,19080.0,Petrol,71,Non-Metallic,Manual,1400,3,4,5,0,19610.0
104,Oct,2007,17090.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,19610.0
105,Oct,2007,15513.0,Petrol,110,Metallic,Automatic,1600,3,4,5,1,20617.0
106,Feb,2007,14573.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,17967.0
107,Jul,2007,12190.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,19928.0
108,Apr,2007,10600.0,Petrol,97,Metallic,Manual,1400,3,4,5,1,18497.0
109,Jan,2007,7618.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,19027.0
110,May,2008,1.0,Diesel,116,Non-Metallic,Manual,2000,5,4,5,1,34450.0
111,May,2008,4240.0,Diesel,116,Metallic,Manual,2000,5,4,5,1,32860.0
112,May,2008,1590.0,Diesel,116,Metallic,Manual,2000,5,4,5,1,33152.0
113,Jan,2008,14048.0,Diesel,116,Metallic,Manual,2000,5,4,5,0,26447.0
114,Jan,2008,14048.0,Diesel,116,Metallic,Manual,2000,5,4,5,0,26447.0
115,Feb,2008,10600.0,Diesel,116,Metallic,Manual,2000,5,4,5,1,24327.0
116,Jan,2008,6360.0,Diesel,90,Metallic,Manual,2000,5,4,5,1,26489.0
117,Jan,2008,11491.0,Diesel,90,Metallic,Manual,2000,5,4,5,0,23267.0
118,Feb,2008,1.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,18974.0
119,Jan,2007,66780.0,Diesel,90,Metallic,Manual,2000,5,4,5,1,20405.0
120,Apr,2007,60752.0,Diesel,110,Metallic,Manual,2000,5,4,5,0,23585.0
121,Aug,2007,60459.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,20087.0
122,Feb,2007,54165.0,Diesel,90,Metallic,Manual,2000,5,4,5,0,21147.0
123,Jul,2007,42411.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,17331.0
124,Jan,2007,41462.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,20087.0
125,Apr,2007,38173.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,17967.0
126,May,2007,38160.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,23055.0
127,Jan,2007,38160.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,16907.0
128,Jan,2007,37100.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,17490.0
129,Apr,2007,35764.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,19027.0
130,Aug,2007,35486.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,16801.0
131,Jan,2007,34585.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,17225.0
132,Jan,2007,31585.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,16907.0
133,Feb,2007,31207.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,17225.0
134,Aug,2007,31133.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,16907.0
135,Jan,2007,30740.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,17490.0
136,Feb,2007,29490.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,1,17490.0
137,Feb,2007,29013.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,1,19557.0
138,Aug,2007,26680.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,17225.0
139,Oct,2007,26500.0,Diesel,116,Metallic,Manual,2000,5,4,5,0,24380.0
140,Jan,2007,24380.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,21094.0
141,Jan,2007,23943.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,17437.0
142,Feb,2007,22985.0,Petrol,192,Metallic,Manual,1800,5,4,5,0,25387.0
143,Aug,2007,22714.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,21147.0
144,May,2007,21867.0,Petrol,110,Metallic,Manual,1600,4,4,5,1,19610.0
145,Jun,2007,21486.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,20087.0
146,May,2007,21311.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,1,17437.0
147,Jan,2007,21200.0,Petrol,110,Non-Metallic,Automatic,1600,5,4,5,0,21730.0
148,Aug,2007,21187.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,25970.0
149,Feb,2007,19428.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,20617.0
150,Jul,2007,18970.0,Petrol,110,Metallic,Automatic,1600,4,4,5,1,22207.0
151,Jan,2007,18338.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,18232.0
152,Feb,2007,18060.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,21147.0
153,Nov,2007,14572.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,19557.0
154,Sept,2007,14452.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,20670.0
155,Aug,2007,13969.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,23055.0
156,Jun,2007,13946.0,Petrol,97,Metallic,Manual,1400,4,4,5,1,17880.0
157,May,2007,13780.0,Petrol,110,Metallic,Manual,1600,4,4,5,1,20670.0
158,Oct,2007,13250.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,20034.0
159,Apr,2007,12719.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,20935.0
160,May,2007,12459.0,Petrol,110,Non-Metallic,Automatic,1600,5,4,5,1,20935.0
161,May,2007,11660.0,Petrol,110,Metallic,Manual,1600,4,4,5,1,20087.0
162,Apr,2007,10600.0,Petrol,110,Non-Metallic,Manual,1598,5,4,5,1,21995.0
163,Dec,2007,8109.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,20776.0
164,Jul,2007,6890.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,20670.0
165,Oct,2007,6524.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,18709.0
166,Jul,2007,6360.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,21147.0
167,Jul,2007,5787.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,21147.0
168,Jul,2007,5595.0,Petrol,110,Metallic,Automatic,1600,4,4,5,1,22207.0
169,Sept,2007,5300.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,21730.0
170,Dec,2007,1.0,Petrol,98,Metallic,Manual,1400,4,4,5,0,18863.0
171,Dec,2007,1.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,19340.0
172,Jan,2008,11660.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,25175.0
173,Jan,2008,10682.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,20670.0
174,Jan,2008,10600.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,20087.0
175,Jan,2008,10375.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,23267.0
176,Jan,2008,9088.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,21147.0
177,Jan,2008,7420.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,20087.0
178,Feb,2008,6625.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,21147.0
179,Jan,2008,5300.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,23267.0
180,Mar,2008,3180.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,23850.0
181,Feb,2008,2120.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,19610.0
182,Feb,2008,477.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,19822.0
183,Jul,2008,238.0,Petrol,97,Metallic,Manual,1400,5,4,5,1,22392.0
184,Jul,2008,16.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,22790.0
185,Aug,2008,1.0,Petrol,98,Metallic,Manual,1400,4,4,5,0,18863.0
186,Aug,2008,1.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,19340.0
187,Feb,2005,257580.0,Diesel,69,Non-Metallic,Manual,1900,3,4,5,0,7367.0
188,Jul,2005,191476.0,Diesel,90,Non-Metallic,Manual,2000,4,4,5,0,10070.0
189,May,2005,190652.0,Diesel,90,Metallic,Manual,2000,5,4,5,0,12667.0
190,Feb,2005,189589.0,CNG,110,Non-Metallic,Manual,1600,3,4,5,0,8215.0
191,May,2005,170660.0,Diesel,69,Metallic,Manual,1900,3,4,5,0,12667.0
192,Jan,2005,167819.0,Diesel,69,Non-Metallic,Manual,1800,5,4,5,0,4611.0
193,Jan,2005,139149.0,Diesel,69,Metallic,Manual,1800,5,4,5,0,5035.0
194,May,2005,137866.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,12455.0
195,Apr,2005,130830.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,14045.0
196,Aug,2005,125310.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
197,Jan,2005,116600.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,12614.0
198,Jun,2005,115378.0,Diesel,90,Metallic,Manual,2000,5,4,5,0,15635.0
199,Mar,2005,112041.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547.0
200,Jun,2005,104752.0,CNG,110,Metallic,Manual,1600,5,4,5,0,12667.0
201,Jan,2005,102639.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12185.0
202,May,2005,102309.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11925.0
203,Mar,2005,97736.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11130.0
204,Oct,2005,96943.0,Diesel,69,Metallic,Manual,1900,3,4,5,0,11077.0
205,Feb,2005,95366.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,13727.0
206,Jan,2005,95142.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,12190.0
207,May,2005,90512.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13250.0
208,Feb,2005,90118.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11607.0
209,Apr,2005,89371.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12137.0
210,Aug,2005,87708.0,CNG,110,Metallic,Manual,1600,5,4,5,0,12667.0
211,Apr,2005,85972.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,14045.0
212,May,2005,85250.0,Diesel,90,Metallic,Manual,2000,5,4,5,0,15635.0
213,Nov,2005,83398.0,Petrol,110,Metallic,Automatic,1600,5,4,5,0,12497.0
214,May,2005,83130.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12137.0
215,Dec,2005,82794.0,Diesel,90,Metallic,Manual,2000,3,4,5,0,14310.0
216,Dec,2005,81960.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607.0
217,Dec,2005,80241.0,Diesel,69,Non-Metallic,Manual,1900,3,4,5,0,14310.0
218,Apr,2005,80239.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11607.0
219,Jan,2005,79337.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11607.0
220,Jul,2005,78778.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
221,Feb,2005,78742.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
222,Jan,2005,78622.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13197.0
223,May,2005,77425.0,Petrol,110,Metallic,Manual,1598,5,4,5,0,12667.0
224,Jan,2005,76101.0,CNG,110,Metallic,Manual,1600,4,4,5,0,15847.0
225,Oct,2005,75472.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13197.0
226,Jul,2005,71873.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
227,Oct,2005,69947.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,12667.0
228,Nov,2005,69266.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12391.0
229,Mar,2005,68438.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13197.0
230,Sept,2005,67267.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,13515.0
231,Jan,2005,67258.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12640.0
232,Dec,2005,65720.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
233,Mar,2005,64978.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,12667.0
234,Apr,2005,64872.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,13674.0
235,Apr,2005,64660.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12614.0
236,Jul,2005,64479.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12349.0
237,Jan,2005,64130.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607.0
238,Oct,2005,63070.0,Diesel,69,Metallic,Manual,1900,3,4,5,0,14787.0
239,Jan,2005,62540.0,Petrol,110,Non-Metallic,Automatic,1600,5,4,5,0,14787.0
240,May,2005,62491.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
241,Jul,2005,62326.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607.0
242,Jul,2005,61865.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,13197.0
243,Feb,2005,61774.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,12667.0
244,Dec,2005,61174.0,Diesel,90,Metallic,Manual,2000,3,4,5,0,14310.0
245,Dec,2005,60705.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12391.0
246,Jun,2005,59361.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14310.0
247,Mar,2005,59326.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,12667.0
248,Jun,2005,59019.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,13674.0
249,Feb,2005,58871.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,14310.0
250,Mar,2005,58724.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12455.0
251,Dec,2005,58671.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12455.0
252,Feb,2005,57876.0,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,11501.0
253,Feb,2005,56999.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12455.0
254,Mar,2005,56942.0,Petrol,110,Metallic,Automatic,1600,5,4,5,0,15847.0
255,Jun,2005,56863.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,10536.0
256,Mar,2005,56551.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,13674.0
257,Jul,2005,56180.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14310.0
258,Jan,2005,55209.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,12455.0
259,Jan,2005,55120.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12667.0
260,Dec,2005,55062.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14257.0
261,Apr,2005,54836.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,12667.0
262,Jun,2005,53925.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13245.0
263,Apr,2005,53907.0,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,14310.0
264,May,2005,53678.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13515.0
265,Jun,2005,53000.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12720.0
266,Jul,2005,52470.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
267,Jan,2005,52292.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13245.0
268,Nov,2005,52248.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,13197.0
269,May,2005,51889.0,Diesel,90,Metallic,Manual,2000,5,4,5,0,15635.0
270,Jun,2005,51882.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,11607.0
271,Dec,2005,51864.0,Diesel,69,Metallic,Manual,1900,3,4,5,0,14310.0
272,Jul,2005,51089.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
273,Oct,2005,50935.0,Diesel,69,Metallic,Manual,1900,3,4,5,0,14310.0
274,Nov,2005,50892.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,14257.0
275,Feb,2005,50880.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14310.0
276,Apr,2005,50191.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12169.0
277,Jun,2005,49630.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,14257.0
278,Jun,2005,49496.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12185.0
279,Feb,2005,49306.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,13515.0
280,Jul,2005,49107.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,15889.0
281,Oct,2005,49082.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,13727.0
282,May,2005,48639.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
283,Jun,2005,48456.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,13621.0
284,May,2005,48336.0,Petrol,110,Metallic,Automatic,1600,5,4,5,0,14787.0
285,Apr,2005,48004.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
286,Jun,2005,47786.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
287,May,2005,47520.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12402.0
288,Aug,2005,47442.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547.0
289,Jan,2005,46871.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12609.0
290,Feb,2005,46250.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
291,Sept,2005,46033.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,13250.0
292,Jun,2005,45849.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14708.0
293,Oct,2005,45580.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,11130.0
294,Dec,2005,45392.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13033.0
295,Mar,2005,45114.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14787.0
296,Jul,2005,44259.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,11607.0
297,Jan,2005,43989.0,CNG,110,Metallic,Manual,1600,5,4,5,0,13727.0
298,May,2005,43819.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13621.0
